sector,rank,name,url,cmp,pe,market_cap,div_yield,net_profit_qtr,qtr_profit_var,sales_qtr,qtr_sales_var,roce
IT - Hardware,9,HCL Infosystems,https://www.screener.in/company/HCL-INSYS/consolidated/,17.67,,581.72,0.0,-3.9,-76.13,4.65,-30.8,-35.78
IT - Hardware,10,DC Infotech,https://www.screener.in/company/DCI/,283.0,28.16,408.09,0.0,3.72,-11.64,172.72,11.73,25.54
IT - Hardware,11,Esconet,https://www.screener.in/company/ESCONET/,217.6,41.67,287.15,0.0,4.69,108.44,120.5,82.02,18.32
IT - Services,2,L&T Technology,https://www.screener.in/company/LTTS/consolidated/,4304.0,36.15,45570.91,1.27,310.2,-9.01,2982.4,17.53,28.29
IT - Services,3,Tata Technolog.,https://www.screener.in/company/TATATECH/consolidated/,758.3,45.42,30761.77,1.07,188.87,20.12,1285.65,-1.18,25.8
IT - Services,4,Inventurus Knowl,https://www.screener.in/company/IKS/consolidated/,1604.4,56.57,27527.17,0.0,147.8,132.5,723.96,16.78,27.22
IT - Services,5,Affle 3i,https://www.screener.in/company/AFFLE/consolidated/,1803.5,66.34,25338.92,0.0,103.07,17.81,602.25,18.97,16.82
IT - Services,6,Sagility India,https://www.screener.in/company/SAGILITY/consolidated/,38.85,33.76,18186.94,0.0,182.57,127.62,1568.48,22.23,9.48
IT - Services,7,Cyient,https://www.screener.in/company/CYIENT/consolidated/,1330.0,23.94,14740.57,2.25,186.4,-9.94,1909.2,2.6,16.66
IT - Services,8,Netweb Technol.,https://www.screener.in/company/NETWEB/,1970.5,97.47,11163.61,0.1,42.99,44.94,414.65,55.95,32.57
IT - Services,9,Black Box,https://www.screener.in/company/BBOX/consolidated/,558.7,35.53,9465.63,0.0,60.47,55.24,1544.58,4.34,29.18
IT - Services,10,eMudhra,https://www.screener.in/company/EMUDHRA/consolidated/,743.8,72.77,6159.52,0.17,24.34,13.76,146.88,47.34,15.32
IT - Services,11,Zaggle Prepaid,https://www.screener.in/company/ZAGGLE/,433.7,66.51,5821.79,0.0,31.96,66.81,411.45,50.51,12.99
Other Construction Materials,2,Ramco Inds.,https://www.screener.in/company/RAMCOIND/consolidated/,263.4,12.64,2286.99,0.29,35.71,-18.49,418.66,14.73,3.61
Other Construction Materials,3,Midwest Gold,https://www.screener.in/company/526570/consolidated/,658.45,,727.45,0.0,,,,,
Other Construction Materials,4,Everest Inds.,https://www.screener.in/company/EVERESTIND/consolidated/,461.95,,723.88,0.54,7.64,-102.76,452.63,4.75,0.72
Other Construction Materials,5,Vishnusurya,https://www.screener.in/company/VISHNUINFR/,191.9,16.13,472.27,0.52,7.46,53.81,131.5,0.44,23.96
Other Construction Materials,6,Marble City,https://www.screener.in/company/531281/,163.95,154.63,368.02,0.0,4.56,423.4,25.36,265.42,10.98
Other Construction Materials,7,Nidhi Granites,https://www.screener.in/company/512103/consolidated/,174.0,72.5,139.2,0.0,-0.88,-1077.78,10.48,-7.91,16.35
Other Construction Materials,8,MCON Rasayan,https://www.screener.in/company/MCON/,115.0,37.14,84.29,0.0,1.02,-12.07,29.18,17.28,11.11
Other Construction Materials,9,Divyashakti,https://www.screener.in/company/526315/,68.25,26.25,70.09,2.93,0.61,29.79,18.41,13.99,2.25
Other Construction Materials,10,Associated Cera.,https://www.screener.in/company/531168/,211.75,29.46,63.63,0.0,0.25,151.02,11.27,11.25,11.5
Other Construction Materials,11,Ravi Leela Gran,https://www.screener.in/company/526095/,38.49,,40.74,0.0,-0.23,88.56,16.19,107.83,-1.2
Entertainment,2,Sun TV Network,https://www.screener.in/company/SUNTV/consolidated/,616.5,13.91,24269.86,2.71,371.77,-0.34,940.59,-2.15,20.45
Entertainment,3,Zee Entertainmen,https://www.screener.in/company/ZEEL/consolidated/,126.59,15.99,12163.03,0.79,188.4,1144.88,2184.1,0.65,9.21
Entertainment,4,Saregama India,https://www.screener.in/company/SAREGAMA/consolidated/,573.0,55.15,11062.31,0.78,59.86,4.5,240.82,-8.45,18.05
Entertainment,5,Nazara Technolo.,https://www.screener.in/company/NAZARA/consolidated/,1239.9,173.67,10863.63,0.0,4.07,-19.18,520.2,95.41,3.02
Entertainment,6,PVR Inox,https://www.screener.in/company/PVRINOX/consolidated/,1019.2,,9990.28,0.0,-125.3,3.47,1249.8,-0.53,2.86
Entertainment,7,Tips Music,https://www.screener.in/company/TIPSMUSIC/,686.8,52.68,8773.24,1.02,30.61,18.83,78.49,24.08,112.44
Entertainment,8,Netwrk.18 Media,https://www.screener.in/company/NETWORK18/consolidated/,54.19,,8363.75,0.0,-29.09,82.72,561.32,-76.8,0.64
Entertainment,9,Prime Focus,https://www.screener.in/company/PFOCUS/consolidated/,117.45,,3522.13,0.0,-251.62,290.74,978.95,12.12,8.08
Entertainment,10,Hathway Cable,https://www.screener.in/company/HATHWAY/consolidated/,15.56,29.39,2752.53,0.0,34.8,1.41,513.15,4.01,2.94
Entertainment,11,Den Networks,https://www.screener.in/company/DEN/consolidated/,36.66,8.87,1744.25,0.0,59.86,-22.31,248.1,-3.84,6.99
Diversified,2,Godrej Industrie,https://www.screener.in/company/GODREJIND/consolidated/,1359.0,46.8,45926.64,0.0,416.13,822.49,5779.69,26.55,8.32
Diversified,3,3M India,https://www.screener.in/company/3MINDIA/,29326.15,69.44,33057.21,0.54,71.37,-55.74,1198.23,16.03,36.98
Diversified,4,DCM Shriram,https://www.screener.in/company/DCMSHRIRAM/consolidated/,1063.3,27.43,16575.85,0.62,178.91,51.88,2876.76,19.9,11.67
Diversified,5,Balmer Lawrie,https://www.screener.in/company/BALMLAWRIE/consolidated/,213.85,14.11,3657.44,3.98,73.51,0.22,608.16,5.46,14.91
Diversified,6,TTK Healthcare,https://www.screener.in/company/TTKHLTCARE/,1221.0,24.31,1730.33,0.82,16.15,12.21,190.36,5.14,9.25
Diversified,7,Dhunseri Vent.,https://www.screener.in/company/DVL/consolidated/,339.65,8.31,1188.39,1.48,-87.42,-462.02,147.23,-44.13,6.55
Diversified,8,Empire Inds.,https://www.screener.in/company/509525/,1089.95,18.98,653.97,2.29,4.44,-64.76,186.39,22.62,14.43
Diversified,9,Maheshwari Logi.,https://www.screener.in/company/MAHESHWARI/consolidated/,58.72,9.57,173.81,0.0,8.22,138.65,259.03,-0.61,12.77
Diversified,10,Krypton Industri,https://www.screener.in/company/523550/consolidated/,48.45,182.61,71.22,2.06,-0.83,-419.23,13.08,-5.29,8.18
Diversified,11,HCKK Ventures,https://www.screener.in/company/539224/,157.15,265.0,58.3,0.0,0.08,0.0,0.15,-6.25,6.97
Diversified FMCG,2,Hind. Unilever,https://www.screener.in/company/HINDUNILVR/consolidated/,2388.85,53.83,561116.82,1.8,2475.0,2.61,15670.0,3.02,27.85
Diversified FMCG,3,ITC,https://www.screener.in/company/ITC/consolidated/,420.9,26.51,526468.07,3.41,19807.88,3.97,18765.0,10.14,36.98
Diversified FMCG,4,Hindustan Foods,https://www.screener.in/company/HNDFDS/consolidated/,536.6,57.51,6305.18,0.0,30.75,33.93,933.37,27.69,14.42
Diversified FMCG,5,Godavari Bioref.,https://www.screener.in/company/GODAVARIB/consolidated/,285.5,,1461.04,0.0,71.93,10.37,579.5,-5.8,5.79
IT - Software,2,TCS,https://www.screener.in/company/TCS/consolidated/,3385.7,25.24,1224667.1,1.77,12293.0,-1.69,64479.0,5.29,64.63
IT - Software,3,Infosys,https://www.screener.in/company/INFY/consolidated/,1564.05,24.5,649718.84,2.75,7038.0,-11.75,40925.0,7.92,37.5
IT - Software,4,HCL Technologies,https://www.screener.in/company/HCLTECH/consolidated/,1635.6,25.52,443928.65,3.3,4309.0,8.1,30246.0,6.13,31.88
IT - Software,5,Wipro,https://www.screener.in/company/WIPRO/consolidated/,248.6,19.9,260552.89,2.41,3588.1,25.93,22504.2,1.33,19.51
IT - Software,6,LTIMindtree,https://www.screener.in/company/LTIM/consolidated/,5215.0,33.62,154546.27,1.24,1128.6,2.6,9771.7,9.88,27.63
IT - Software,7,Tech Mahindra,https://www.screener.in/company/TECHM/consolidated/,1571.1,36.2,153890.7,2.55,1141.9,72.75,13384.0,3.98,20.08
IT - Software,8,Persistent Sys,https://www.screener.in/company/PERSISTENT/consolidated/,5680.65,63.49,88897.53,0.46,395.76,25.51,3242.11,25.15,31.39
IT - Software,9,Oracle Fin.Serv.,https://www.screener.in/company/OFSS/consolidated/,8798.8,32.16,76515.33,3.02,643.9,14.96,1716.3,4.5,40.61
IT - Software,10,Coforge,https://www.screener.in/company/COFORGE/consolidated/,1774.95,71.02,59360.63,0.86,307.3,20.36,3409.9,47.08,20.66
IT - Software,11,Hexaware Tech.,https://www.screener.in/company/HEXT/consolidated/,823.95,42.96,50001.29,0.7,327.1,17.24,3207.9,16.7,29.52
Petroleum Products,2,Reliance Industr,https://www.screener.in/company/RELIANCE/consolidated/,1443.55,28.04,1953141.03,0.35,22611.0,2.41,261388.0,10.51,9.43
Petroleum Products,3,I O C L,https://www.screener.in/company/IOC/consolidated/,140.75,16.38,198670.81,8.52,8367.63,57.76,195270.29,-1.7,7.37
Petroleum Products,4,B P C L,https://www.screener.in/company/BPCL/consolidated/,316.65,10.09,137356.61,6.63,4391.83,-8.12,111230.21,-4.57,16.25
Petroleum Products,5,H P C L,https://www.screener.in/company/HINDPETRO/consolidated/,406.8,12.84,86505.89,5.16,3415.44,26.06,109632.8,-4.4,10.51
Petroleum Products,6,M R P L,https://www.screener.in/company/MRPL/consolidated/,141.05,439.29,24692.45,2.13,370.63,-67.6,24595.87,-2.89,4.33
Petroleum Products,7,Castrol India,https://www.screener.in/company/CASTROLIND/,216.85,22.71,21449.12,3.92,233.46,7.96,1422.0,7.3,55.16
Petroleum Products,8,C P C L,https://www.screener.in/company/CHENNPETRO/consolidated/,648.4,45.12,9659.85,8.48,469.93,-25.16,17249.12,-2.66,4.3
Petroleum Products,9,Gulf Oil Lubric.,https://www.screener.in/company/GULFOILLUB/,1148.2,15.61,5661.12,3.12,91.62,7.25,915.08,7.3,29.14
Petroleum Products,10,Savita Oil Tech,https://www.screener.in/company/SOTL/,423.5,23.73,2936.11,0.94,34.53,5.47,1005.6,3.32,11.72
Petroleum Products,11,Veedol Corporat,https://www.screener.in/company/VEEDOL/consolidated/,1645.75,16.43,2862.85,3.16,59.7,39.1,531.91,9.19,23.99
Other Utilities,2,Va Tech Wabag,https://www.screener.in/company/WABAG/consolidated/,1585.35,33.44,9856.92,0.0,99.5,37.43,1156.2,23.76,20.05
Other Utilities,3,ION Exchange,https://www.screener.in/company/IONEXCHANG/consolidated/,543.0,38.33,7965.46,0.28,63.24,-12.71,834.56,6.75,22.11
Other Utilities,4,Enviro Infra,https://www.screener.in/company/EIEL/consolidated/,225.35,22.43,3955.59,0.0,74.09,28.47,392.92,30.82,31.7
Other Utilities,5,EMS,https://www.screener.in/company/EMSLIMITED/consolidated/,602.45,18.19,3345.43,0.33,46.92,-1.65,265.83,8.39,26.6
Other Utilities,6,Rajesh Power,https://www.screener.in/company/544291/,1362.0,28.04,2452.58,0.0,59.61,,759.01,,55.21
Other Utilities,7,Antony Waste han,https://www.screener.in/company/AWHCL/consolidated/,623.0,25.4,1768.38,0.0,45.99,-20.58,242.66,15.51,12.07
Other Utilities,8,Eco Recyc.,https://www.screener.in/company/530643/consolidated/,628.1,51.84,1212.03,0.0,2.2,26.06,9.77,21.37,38.19
Other Utilities,9,Concord Enviro,https://www.screener.in/company/CEWATER/consolidated/,578.0,20.58,1196.22,0.0,47.13,33.36,206.99,3.39,14.79
Other Utilities,10,JITF Infra Logis,https://www.screener.in/company/JITFINFRA/consolidated/,392.3,,1008.36,0.0,3.99,-95.1,787.52,20.59,12.06
Other Utilities,11,Z-Tech,https://www.screener.in/company/ZTECH/consolidated/,549.35,39.01,787.23,0.0,9.08,236.3,34.99,58.04,28.71
Aerospace & Defense,2,Hind.Aeronautics,https://www.screener.in/company/HAL/consolidated/,4987.3,39.85,333538.16,0.69,3976.63,-7.71,13699.85,-7.24,33.87
Aerospace & Defense,3,Bharat Electron,https://www.screener.in/company/BEL/consolidated/,390.7,53.64,285447.98,0.56,2127.02,18.39,9149.59,6.84,38.99
Aerospace & Defense,4,Bharat Dynamics,https://www.screener.in/company/BDL/,1933.25,128.99,70865.67,0.27,272.77,-5.54,1776.98,108.05,19.65
Aerospace & Defense,5,Garden Reach Sh.,https://www.screener.in/company/GRSE/,3246.9,70.43,37193.77,0.27,244.25,118.86,1642.04,61.66,37.28
Aerospace & Defense,6,Zen Technologies,https://www.screener.in/company/ZENTEC/consolidated/,2083.85,67.12,18810.87,0.05,113.75,203.34,324.97,129.84,36.71
Aerospace & Defense,7,Data Pattern,https://www.screener.in/company/DATAPATTNS/,3061.45,77.25,17139.21,0.2,114.08,60.45,396.21,117.35,21.63
Aerospace & Defense,8,Astra Microwave,https://www.screener.in/company/ASTRAMICRO/consolidated/,1132.55,69.98,10742.97,0.18,73.49,35.09,407.85,15.22,19.14
Aerospace & Defense,9,Mishra Dhatu Nig,https://www.screener.in/company/MIDHANI/,425.25,72.35,7966.63,0.32,56.14,21.04,410.56,1.25,10.55
Aerospace & Defense,10,Unimech Aero.,https://www.screener.in/company/UNIMECH/consolidated/,1365.85,83.22,6946.34,0.0,29.2,48.07,68.37,9.66,23.84
Aerospace & Defense,11,Paras Defence,https://www.screener.in/company/PARAS/consolidated/,1646.6,107.86,6634.7,0.0,20.83,105.42,108.23,35.81,15.43
Beverages,2,Varun Beverages,https://www.screener.in/company/VBL/consolidated/,477.1,58.01,161348.73,0.21,731.36,35.22,5566.94,28.94,24.85
Beverages,3,United Spirits,https://www.screener.in/company/UNITDSPR/consolidated/,1598.2,71.31,116259.66,0.56,421.0,61.01,3031.0,8.91,28.67
Beverages,4,United Breweries,https://www.screener.in/company/UBL/consolidated/,2069.0,118.82,54639.31,0.48,97.76,20.16,2322.98,8.89,13.88
Beverages,5,Radico Khaitan,https://www.screener.in/company/RADICO/,2640.0,102.32,35320.3,0.11,90.71,59.73,1304.08,20.9,16.22
Beverages,6,Allied Blenders,https://www.screener.in/company/ABDL/consolidated/,428.0,61.46,11971.6,0.84,78.62,3362.24,920.65,19.94,21.07
Beverages,7,Tilaknagar Inds.,https://www.screener.in/company/TI/consolidated/,352.2,29.74,6828.01,0.14,77.35,95.72,405.81,13.11,28.43
Beverages,8,India Glycols,https://www.screener.in/company/INDIAGLYCO/consolidated/,1849.4,24.79,5726.18,0.43,64.02,51.67,863.22,-6.79,12.1
Beverages,9,Som Distilleries,https://www.screener.in/company/SDBL/consolidated/,151.25,30.8,2955.32,0.0,23.73,20.78,338.97,-11.17,18.02
Beverages,10,Globus Spirits,https://www.screener.in/company/GLOBUSSPR/consolidated/,992.1,131.19,2875.74,0.35,4.9,6025.0,654.77,10.99,5.62
Beverages,11,Sula Vineyards,https://www.screener.in/company/SULA/consolidated/,290.2,35.03,2449.18,1.25,13.03,-3.84,125.71,2.6,13.25
Household Products,2,Doms Industries,https://www.screener.in/company/DOMS/consolidated/,2421.15,72.6,14693.27,0.1,51.28,7.24,508.73,26.0,26.15
Household Products,3,Jyothy Labs,https://www.screener.in/company/JYOTHYLAB/consolidated/,338.9,33.34,12457.61,1.03,76.27,1.52,666.96,1.06,25.13
Household Products,4,Flair Writing,https://www.screener.in/company/FLAIR/,264.1,24.81,2783.49,0.0,27.53,-15.06,256.57,12.16,15.58
Household Products,5,Eveready Inds.,https://www.screener.in/company/EVEREADY/consolidated/,321.0,28.34,2336.2,0.31,10.42,29.44,299.04,6.46,16.98
Household Products,6,Kokuyo Camlin,https://www.screener.in/company/KOKUYOCMLN/,111.0,190.35,1109.76,0.45,4.39,-57.87,200.03,-7.92,3.64
Household Products,7,Linc,https://www.screener.in/company/LINC/,151.0,23.2,896.77,0.82,12.66,10.57,151.09,9.12,22.54
Household Products,8,High Energy Bat.,https://www.screener.in/company/504176/,704.25,38.97,631.28,0.43,9.99,112.55,36.08,81.58,22.95
Household Products,9,Indo National,https://www.screener.in/company/NIPPOBATRY/consolidated/,500.75,3.08,375.6,1.0,0.08,-96.67,97.11,-42.51,32.95
Household Products,10,Panasonic Energy,https://www.screener.in/company/504093/,402.05,25.62,301.54,2.2,1.17,9.35,63.41,-12.55,16.76
Household Products,11,Pee Cee Cosma,https://www.screener.in/company/524136/,488.0,13.46,129.32,0.61,0.65,-76.01,35.48,16.18,28.54
Retailing,2,Avenue Super.,https://www.screener.in/company/DMART/consolidated/,4197.65,100.85,273154.96,0.0,550.79,-2.19,14871.86,16.86,18.02
Retailing,3,Eternal Ltd,https://www.screener.in/company/ETERNAL/consolidated/,261.95,479.66,252790.98,0.0,39.0,-77.71,5833.0,63.76,3.18
Retailing,4,Trent,https://www.screener.in/company/TRENT/consolidated/,5775.65,133.8,205299.02,0.09,311.6,18.57,4216.94,27.88,31.71
Retailing,5,Info Edg.(India),https://www.screener.in/company/NAUKRI/consolidated/,1509.1,109.95,97794.28,0.29,677.89,271.0,749.63,14.03,5.28
Retailing,6,Swiggy,https://www.screener.in/company/SWIGGY/consolidated/,374.75,,93449.43,0.0,-1081.18,-104.09,4410.02,44.8,-29.2
Retailing,7,Vishal Mega Mart,https://www.screener.in/company/VMM/consolidated/,127.1,93.04,58778.16,0.0,115.11,88.03,2547.89,23.15,13.11
Retailing,8,FSN E-Commerce,https://www.screener.in/company/NYKAA/consolidated/,197.15,853.22,56378.9,0.0,19.05,174.89,2061.76,23.61,9.56
Retailing,9,Brainbees Solut.,https://www.screener.in/company/FIRSTCRY/consolidated/,415.2,,21646.03,0.0,-111.53,-19.62,1930.32,15.81,-0.4
Retailing,10,Vedant Fashions,https://www.screener.in/company/MANYAVAR/,816.4,50.98,19833.98,1.04,101.11,-12.68,367.44,1.18,26.66
Retailing,11,Indiamart Inter.,https://www.screener.in/company/INDIAMART/consolidated/,2437.4,27.68,14632.24,1.23,180.6,81.33,355.1,12.84,34.24
Insurance,2,Life Insurance,https://www.screener.in/company/LICI/consolidated/,958.35,12.49,606156.16,1.04,19038.67,37.55,243134.49,1.85,53.48
Insurance,3,SBI Life Insuran,https://www.screener.in/company/SBILIFE/,1782.55,74.02,178644.1,0.15,813.51,0.33,23070.95,-36.37,16.88
Insurance,4,HDFC Life Insur.,https://www.screener.in/company/HDFCLIFE/consolidated/,754.0,89.66,162379.83,0.28,475.36,15.48,24190.65,-13.73,7.43
Insurance,5,ICICI Lombard,https://www.screener.in/company/ICICIGI/,2006.9,39.72,99588.5,0.67,509.59,-1.91,6051.16,12.24,24.86
Insurance,6,ICICI Pru Life,https://www.screener.in/company/ICICIPRULI/consolidated/,636.5,77.62,92025.66,0.13,385.28,121.85,15687.32,-30.22,11.83
Insurance,7,General Insuranc,https://www.screener.in/company/GICRE/consolidated/,400.25,9.42,70219.86,2.42,2498.86,-3.16,13208.55,28.81,15.6
Insurance,8,Max Financial,https://www.screener.in/company/MFSL/consolidated/,1511.2,158.07,52153.74,0.0,38.28,174.88,12375.76,-16.87,8.07
Insurance,9,Go Digit General,https://www.screener.in/company/GODIGIT/,351.55,76.37,32448.93,0.0,115.61,119.54,2594.55,15.0,10.65
Insurance,10,New India Assura,https://www.screener.in/company/NIACL/consolidated/,192.1,30.53,31658.08,1.03,356.16,14.57,11664.22,-0.19,3.56
Insurance,11,Star Health Insu,https://www.screener.in/company/STARHEALTH/,470.8,42.85,27673.91,0.0,0.51,-99.64,4081.25,10.65,11.93
Ferrous Metals,2,JSW Steel,https://www.screener.in/company/JSWSTEEL/consolidated/,1004.5,64.48,245671.21,0.73,1501.0,17.42,44819.0,-3.13,8.03
Ferrous Metals,3,Tata Steel,https://www.screener.in/company/TATASTEEL/consolidated/,157.5,56.22,196578.22,2.29,1200.88,90.93,56218.11,-4.21,9.08
Ferrous Metals,4,Jindal Steel,https://www.screener.in/company/JINDALSTEL/consolidated/,962.4,27.41,98137.12,0.21,-303.59,-41.03,13183.13,-2.25,10.84
Ferrous Metals,5,Jindal Stain.,https://www.screener.in/company/JSL/consolidated/,695.3,22.87,57280.95,0.43,589.96,18.63,10198.32,7.87,18.18
Ferrous Metals,6,S A I L,https://www.screener.in/company/SAIL/consolidated/,135.05,21.46,55786.93,1.48,1250.98,-16.13,29316.14,4.86,6.72
Ferrous Metals,7,KIOCL,https://www.screener.in/company/KIOCL/,315.6,,19180.6,0.0,-36.86,14.1,246.46,-33.78,-9.48
Ferrous Metals,8,Sarda Energy,https://www.screener.in/company/SARDAEN/consolidated/,434.85,21.9,15333.7,0.23,100.38,13.4,1238.84,39.31,15.58
Ferrous Metals,9,NMDC Steel,https://www.screener.in/company/NSLNISP/,39.47,,11567.14,0.0,-473.39,45.01,2838.25,53.77,-12.97
Ferrous Metals,10,Kirl. Ferrous,https://www.screener.in/company/KIRLFER/,591.0,30.66,9728.88,0.93,95.56,59.4,1736.19,13.3,12.52
Ferrous Metals,11,Jai Balaji Inds.,https://www.screener.in/company/JAIBALAJI/consolidated/,104.6,17.09,9536.25,0.0,75.48,-72.35,1589.53,-13.87,36.08
Diversified Metals,2,Vedanta,https://www.screener.in/company/VEDL/consolidated/,448.0,12.55,174946.35,9.71,4961.0,142.23,40455.0,13.93,27.0
Diversified Metals,3,Pondy Oxides,https://www.screener.in/company/POCL/,761.4,32.9,2140.84,0.33,18.01,46.42,516.63,44.8,16.76
Diversified Metals,4,Innomet,https://www.screener.in/company/INNOMET/,171.0,118.33,221.28,0.0,0.16,-91.44,17.88,52.17,8.51
Diversified Metals,5,Bonlon Industrie,https://www.screener.in/company/543211/,34.1,17.98,48.36,0.0,0.43,-47.56,146.08,23.13,4.99
Printing & Publication,2,Navneet Educat.,https://www.screener.in/company/NAVNETEDUL/consolidated/,141.45,15.4,3196.86,1.84,47.21,3.83,433.78,-0.34,15.24
