sector,rank,name,url,cmp,pe,market_cap,div_yield,net_profit_qtr,qtr_profit_var,sales_qtr,qtr_sales_var,roce
Printing & Publication,3,Repro India,https://www.screener.in/company/REPRO/consolidated/,544.7,,781.27,0.0,1.13,-62.08,123.06,-3.22,1.51
Printing & Publication,4,S Chand & Compan,https://www.screener.in/company/SCHAND/consolidated/,215.75,12.65,760.55,1.82,141.57,10.4,471.4,7.83,9.72
Printing & Publication,5,Chetana,https://www.screener.in/company/CHETANA/consolidated/,94.1,14.16,191.96,0.0,3.44,-66.57,44.37,10.1,23.16
Printing & Publication,6,Infomedia Press,https://www.screener.in/company/INFOMEDIA/,8.06,,41.5,0.0,-0.91,-5.8,0.0,,
Printing & Publication,7,Unick Fix-A-Form,https://www.screener.in/company/541503/,64.27,13.51,35.26,0.0,1.04,-9.57,13.3,-9.65,10.49
Printing & Publication,8,Inland Printers,https://www.screener.in/company/530787/,58.3,,28.82,0.0,-0.09,66.67,0.0,,-1.7
Printing & Publication,9,Kiran Print Pack,https://www.screener.in/company/531413/,35.15,293.17,17.59,0.0,-0.02,91.3,0.17,750.0,3.19
Printing & Publication,10,Shakti Press,https://www.screener.in/company/526841/,27.5,138.24,9.68,0.0,-0.04,92.73,4.08,22.89,3.9
Cigarettes & Tobacco Products,2,Godfrey Phillips,https://www.screener.in/company/GODFRYPHLP/consolidated/,8190.4,36.93,42564.38,0.68,279.61,31.17,1573.39,79.76,29.62
Cigarettes & Tobacco Products,3,Elitecon Inter.,https://www.screener.in/company/539533/consolidated/,571.05,131.09,9128.25,0.0,42.97,,313.16,,
Cigarettes & Tobacco Products,4,VST Industries,https://www.screener.in/company/VSTIND/,281.0,22.46,4769.68,4.85,53.0,-39.91,349.24,-6.88,20.9
Cigarettes & Tobacco Products,5,NTC Industries,https://www.screener.in/company/526723/consolidated/,199.2,25.09,285.24,0.0,5.54,739.39,23.6,87.15,9.28
Cigarettes & Tobacco Products,6,Sinnar Bidi Udy.,https://www.screener.in/company/509887/,898.8,,35.95,0.0,-0.04,63.64,0.98,-20.97,-3.15
Cigarettes & Tobacco Products,7,Shanthala,https://www.screener.in/company/SHANTHALA/,26.0,17.95,17.41,0.0,0.55,223.53,26.89,18.98,5.98
Cigarettes & Tobacco Products,8,Raghunath Intl.,https://www.screener.in/company/526813/consolidated/,12.74,2.52,6.38,0.0,0.22,,0.0,,20.4
Healthcare Services,2,Max Healthcare,https://www.screener.in/company/MAXHEALTH/consolidated/,1168.6,100.43,113605.05,0.13,319.0,26.82,1909.74,34.21,14.89
Healthcare Services,3,Apollo Hospitals,https://www.screener.in/company/APOLLOHOSP/consolidated/,6941.7,69.04,99831.32,0.23,414.5,53.51,5592.2,13.11,17.12
Healthcare Services,4,Fortis Health.,https://www.screener.in/company/FORTIS/consolidated/,763.7,68.41,57659.98,0.13,188.02,27.66,2007.2,12.39,11.99
Healthcare Services,5,Narayana Hrudaya,https://www.screener.in/company/NH/consolidated/,1749.9,44.92,35761.07,0.23,197.28,7.8,1475.44,18.39,20.63
Healthcare Services,6,Global Health,https://www.screener.in/company/MEDANTA/consolidated/,1219.6,63.15,32756.93,0.0,101.38,7.96,931.25,15.16,19.52
Healthcare Services,7,Aster DM Health.,https://www.screener.in/company/ASTERDM/consolidated/,580.0,72.63,28971.79,0.68,85.54,136.09,1000.34,2.75,10.68
Healthcare Services,8,Krishna Institu.,https://www.screener.in/company/KIMS/consolidated/,661.05,70.11,26451.14,0.0,106.1,43.82,796.9,25.73,15.14
Healthcare Services,9,Syngene Intl.,https://www.screener.in/company/SYNGENE/consolidated/,645.7,55.08,26017.78,0.19,183.3,-2.81,1018.0,11.03,13.46
Healthcare Services,10,Dr Lal Pathlabs,https://www.screener.in/company/LALPATHLAB/consolidated/,2852.8,48.95,23847.09,0.84,155.5,83.2,602.6,10.49,28.78
Healthcare Services,11,Rainbow Child.,https://www.screener.in/company/RAINBOW/consolidated/,1412.85,58.99,14347.73,0.2,56.56,10.54,370.11,8.5,18.86
Telecom - Services,2,Bharti Airtel,https://www.screener.in/company/BHARTIARTL/consolidated/,1871.25,40.47,1122279.86,0.43,12475.8,185.61,47876.2,27.33,15.36
Telecom - Services,3,Indus Towers,https://www.screener.in/company/INDUSTOWER/consolidated/,391.1,10.62,105481.31,0.0,1779.1,-3.99,7727.1,7.42,29.22
Telecom - Services,4,Bharti Hexacom,https://www.screener.in/company/BHARTIHEXA/,1824.0,68.12,91200.0,0.21,468.4,110.42,2289.0,22.54,17.55
Telecom - Services,5,Vodafone Idea,https://www.screener.in/company/IDEA/consolidated/,6.92,,74973.38,0.0,-7166.1,6.63,11013.5,3.83,-1.87
Telecom - Services,6,Tata Comm,https://www.screener.in/company/TATACOMM/consolidated/,1709.5,42.84,48747.78,1.46,1040.51,-21.61,5990.35,6.12,14.82
Telecom - Services,7,Railtel Corpn.,https://www.screener.in/company/RAILTEL/,444.1,45.26,14252.83,0.61,113.45,55.13,1308.28,57.11,21.78
Telecom - Services,8,Tata Tele. Mah.,https://www.screener.in/company/TTML/,71.14,,13916.97,0.0,-306.42,1.44,308.27,-4.65,50.32
Telecom - Services,9,HFCL,https://www.screener.in/company/HFCL/consolidated/,91.39,76.78,13304.32,0.22,-83.3,-174.47,800.72,-39.62,7.67
Telecom - Services,10,Route Mobile,https://www.screener.in/company/ROUTE/consolidated/,1021.2,19.4,6433.23,1.08,60.28,-15.2,1175.0,15.53,17.71
Telecom - Services,11,Bondada Engineer,https://www.screener.in/company/543971/consolidated/,464.9,45.69,5115.15,0.01,79.36,154.56,1090.78,116.0,40.43
Telecom -  Equipment & Accessories,2,ITI,https://www.screener.in/company/ITI/,324.55,,31190.35,0.0,-4.84,71.85,1045.7,73.91,-1.33
Telecom -  Equipment & Accessories,3,Tejas Networks,https://www.screener.in/company/TEJASNET/consolidated/,726.6,28.77,12830.87,0.35,-71.8,-148.92,1906.94,43.72,15.46
Telecom -  Equipment & Accessories,4,Optiemus Infra.,https://www.screener.in/company/OPTIEMUS/consolidated/,597.7,82.31,5212.94,0.0,22.46,-6.57,449.26,-8.33,14.41
Telecom -  Equipment & Accessories,5,Sterlite Tech.,https://www.screener.in/company/STLTECH/consolidated/,75.85,,3702.96,0.0,-40.0,105.38,1052.0,24.79,2.92
Telecom -  Equipment & Accessories,6,Birla Cable,https://www.screener.in/company/BIRLACABLE/,181.4,108.18,544.17,0.96,1.45,-0.68,156.23,-10.58,5.15
Telecom -  Equipment & Accessories,7,Valiant Commun.,https://www.screener.in/company/526775/consolidated/,671.15,53.27,511.95,0.0,4.22,69.48,16.12,21.11,22.1
Telecom -  Equipment & Accessories,8,ADC India,https://www.screener.in/company/523411/,1047.65,19.7,481.92,2.39,2.95,-57.49,45.74,3.7,46.57
Telecom -  Equipment & Accessories,9,Frog Cellsat,https://www.screener.in/company/FROG/,238.8,15.73,370.84,0.0,2.78,-57.73,48.48,9.04,21.37
Telecom -  Equipment & Accessories,10,Kavveri Defence,https://www.screener.in/company/KAVVERITEL/consolidated/,50.38,27.03,173.28,0.0,3.69,1945.0,8.2,11614.29,8.43
Telecom -  Equipment & Accessories,11,Aksh Optifibre,https://www.screener.in/company/AKSHOPTFBR/consolidated/,8.95,,144.66,0.0,-6.65,-495.35,32.98,-34.42,-13.45
Oil,2,O N G C,https://www.screener.in/company/ONGC/consolidated/,240.05,8.31,302015.01,5.1,8856.33,-34.02,170811.73,-0.77,12.42
Oil,3,Oil India,https://www.screener.in/company/OIL/consolidated/,424.35,10.55,69098.7,2.47,1496.97,-38.61,8808.34,-3.7,12.97
Oil,4,Aegis Vopak Term,https://www.screener.in/company/AEGISVOPAK/consolidated/,256.7,328.66,28442.14,0.0,,,,,7.68
Oil,5,Prabha Energy,https://www.screener.in/company/PRABHA/consolidated/,208.8,,2858.59,0.0,-0.94,-709.09,1.02,0.0,-0.35
Oil,6,Deep Industries,https://www.screener.in/company/DEEPINDS/consolidated/,420.25,20.1,2689.6,0.58,-206.66,12.21,167.23,39.75,11.7
Oil,7,Hind.Oil Explor.,https://www.screener.in/company/HINDOILEXP/consolidated/,170.15,15.28,2249.33,0.0,51.16,17.96,43.39,-85.02,12.28
Oil,8,Jindal Drilling,https://www.screener.in/company/JINDRILL/consolidated/,623.65,8.37,1806.91,0.08,71.61,577.4,245.01,23.79,16.41
Oil,9,Dolphin Offshore,https://www.screener.in/company/DOLPHIN/consolidated/,417.95,36.22,1683.47,0.0,10.45,1074.16,20.44,948.21,14.79
Oil,10,Asian Energy,https://www.screener.in/company/ASIANENE/consolidated/,310.25,33.05,1392.07,0.0,22.55,42.25,215.44,81.45,16.59
Oil,11,Selan Expl. Tech,https://www.screener.in/company/SELAN/,604.0,12.39,917.02,0.0,15.93,30.04,61.72,12.79,22.72
Metals & Minerals Trading,2,Adani Enterp.,https://www.screener.in/company/ADANIENT/consolidated/,2536.05,66.68,292758.6,0.05,4014.9,88.79,26965.86,-7.59,9.45
Metals & Minerals Trading,3,Lloyds Enterpris,https://www.screener.in/company/LLOYDSENT/consolidated/,70.26,156.29,8922.88,0.14,24.56,-55.03,489.32,46.63,6.56
Metals & Minerals Trading,4,LS Industries,https://www.screener.in/company/514446/,40.39,,3428.38,0.0,-0.85,69.96,0.28,154.55,-43.8
Metals & Minerals Trading,5,Nupur Recyclers,https://www.screener.in/company/NRL/consolidated/,88.58,42.09,608.01,0.0,2.31,24.1,37.22,-14.85,19.19
Metals & Minerals Trading,6,Mangalam World.,https://www.screener.in/company/MWL/,166.85,17.97,495.55,0.59,8.48,-8.43,324.04,36.97,14.39
Metals & Minerals Trading,7,ABans Enterprise,https://www.screener.in/company/512165/consolidated/,33.21,12.29,231.64,0.0,4.28,424.24,1973.88,248.98,12.43
Metals & Minerals Trading,8,Emergent Indust.,https://www.screener.in/company/506180/consolidated/,505.9,61.16,231.19,0.0,-1.08,-363.41,47.06,-72.94,36.97
Metals & Minerals Trading,9,Starlineps Enter,https://www.screener.in/company/540492/,7.0,27.58,181.54,0.0,-0.88,-340.0,13.9,19.93,29.73
Metals & Minerals Trading,10,La Tim Metal & I,https://www.screener.in/company/505693/,8.99,,117.44,0.0,-5.74,-279.38,69.93,-1.71,3.03
Metals & Minerals Trading,11,Aeonx Digital,https://www.screener.in/company/524594/consolidated/,154.4,17.54,71.03,0.65,1.33,24.3,9.56,-5.16,11.64
Banks,2,HDFC Bank,https://www.screener.in/company/HDFCBANK/consolidated/,1978.7,21.4,1514843.75,1.11,19284.57,6.88,86779.34,9.25,7.51
Banks,3,ICICI Bank,https://www.screener.in/company/ICICIBANK/consolidated/,1457.05,20.36,1039289.05,0.69,14353.69,15.69,48386.92,13.57,7.88
Banks,4,St Bk of India,https://www.screener.in/company/SBIN/consolidated/,812.85,9.35,725347.74,1.96,20379.46,-8.34,126997.0,8.11,6.47
Banks,5,Kotak Mah. Bank,https://www.screener.in/company/KOTAKBANK/consolidated/,2072.45,21.41,412110.92,0.1,4932.76,-7.58,16771.93,10.66,7.64
Banks,6,Axis Bank,https://www.screener.in/company/AXISBANK/consolidated/,1195.2,13.21,370643.24,0.08,7509.1,-1.63,32452.32,7.35,7.11
Banks,7,Bank of Baroda,https://www.screener.in/company/BANKBARODA/consolidated/,246.3,6.16,127390.98,3.39,5446.52,5.6,32345.0,4.1,6.29
Banks,8,Punjab Natl.Bank,https://www.screener.in/company/PNB/consolidated/,110.15,6.85,126618.0,2.63,5011.17,49.28,32523.09,13.39,6.32
Banks,9,Union Bank (I),https://www.screener.in/company/UNIONBANK/consolidated/,153.3,6.49,116946.51,2.35,5011.22,50.57,27869.0,5.13,6.72
Banks,10,IDBI Bank,https://www.screener.in/company/IDBI/consolidated/,100.94,14.23,108566.96,1.49,2094.28,25.38,6982.97,-0.17,6.76
Banks,11,Canara Bank,https://www.screener.in/company/CANBK/consolidated/,115.7,5.98,104929.4,3.46,5111.23,28.3,31495.57,7.54,6.79
Financial Technology (Fintech),2,PB Fintech.,https://www.screener.in/company/POLICYBZR/consolidated/,1916.9,278.91,88034.99,0.0,170.66,183.47,1507.87,38.39,5.9
Financial Technology (Fintech),3,One 97,https://www.screener.in/company/PAYTM/consolidated/,962.5,,61398.62,0.0,-544.6,95.49,1911.5,-15.69,-10.14
Financial Technology (Fintech),4,Infibeam Avenues,https://www.screener.in/company/INFIBEAM/consolidated/,22.58,28.26,6298.65,0.22,54.68,0.56,1160.52,62.03,8.27
Financial Technology (Fintech),5,One Mobikwik,https://www.screener.in/company/MOBIKWIK/,270.3,,2099.83,0.0,-55.71,-1034.62,265.85,0.92,-13.09
Financial Technology (Fintech),6,MOS Utility,https://www.screener.in/company/MOS/consolidated/,281.15,56.04,701.04,0.0,7.75,32.29,308.25,199.13,21.28
Financial Technology (Fintech),7,WSFX Global,https://www.screener.in/company/511147/,72.33,25.76,89.4,1.38,-1.87,-287.0,21.8,20.24,17.36
Financial Technology (Fintech),8,Suvidhaa Info.,https://www.screener.in/company/SUVIDHAA/consolidated/,3.81,,79.94,0.0,-5.56,-62.1,1.7,-18.66,-33.14
Financial Technology (Fintech),9,AGS Transact,https://www.screener.in/company/AGSTRA/consolidated/,5.25,,67.43,0.0,-194.26,-1163.07,209.6,-43.92,1.26
Other Consumer Services,2,SIS,https://www.screener.in/company/SIS/consolidated/,370.3,20.41,5351.29,0.0,-223.35,557.07,3427.87,9.25,13.14
Other Consumer Services,3,NIIT Learning,https://www.screener.in/company/NIITMTS/consolidated/,354.0,20.42,4828.13,1.51,48.72,-9.53,429.71,7.99,27.93
Other Consumer Services,4,MPS,https://www.screener.in/company/MPSLTD/consolidated/,2645.1,31.32,4526.18,2.84,47.07,48.31,182.11,21.88,41.42
Other Consumer Services,5,NIIT,https://www.screener.in/company/NIITLTD/consolidated/,135.0,38.38,1833.75,0.93,13.7,19.1,86.29,16.07,5.62
Other Consumer Services,6,Veranda Learning,https://www.screener.in/company/VERANDA/consolidated/,198.0,,1473.02,0.0,8.36,112.56,114.11,11.21,-4.27
Other Consumer Services,7,Shanti Educat.,https://www.screener.in/company/539921/consolidated/,87.55,199.68,1409.58,0.0,-0.47,56.88,18.84,549.66,14.13
Other Consumer Services,8,Lucent Industrie,https://www.screener.in/company/539682/,682.5,1329.54,1023.75,0.0,0.99,10000.0,4.52,,6.67
Other Consumer Services,9,Aptech,https://www.screener.in/company/APTECHT/consolidated/,157.5,46.66,909.85,2.86,4.94,13.56,118.69,14.06,13.85
Other Consumer Services,10,Vinsys IT Serv.,https://www.screener.in/company/VINSYS/consolidated/,395.05,19.31,579.85,0.0,19.1,28.21,119.57,31.02,28.62
Other Consumer Services,11,Exhicon Events,https://www.screener.in/company/543895/consolidated/,411.65,20.51,533.62,0.24,19.65,197.79,80.88,96.45,34.49
Capital Markets,2,BSE,https://www.screener.in/company/BSE/consolidated/,2933.2,90.45,119125.75,0.21,493.67,364.43,916.97,70.09,43.54
Capital Markets,3,HDFC AMC,https://www.screener.in/company/HDFCAMC/,5096.1,44.29,109010.45,1.82,638.73,18.05,901.22,29.59,43.33
Capital Markets,4,Motil.Oswal.Fin.,https://www.screener.in/company/MOTILALOFS/consolidated/,870.65,20.85,52157.54,0.57,-63.18,-108.74,1190.26,-44.74,18.67
Capital Markets,5,Nippon Life Ind.,https://www.screener.in/company/NAM-INDIA/consolidated/,791.95,39.07,50274.73,2.01,298.6,-12.92,566.54,20.99,41.07
Capital Markets,6,360 ONE,https://www.screener.in/company/360ONE/consolidated/,1070.0,39.06,42173.34,0.56,249.6,2.88,820.77,3.74,14.91
Capital Markets,7,Multi Comm. Exc.,https://www.screener.in/company/MCX/consolidated/,7419.65,67.54,37821.15,0.1,135.46,54.16,291.33,60.83,42.86
Capital Markets,8,C D S L,https://www.screener.in/company/CDSL/consolidated/,1776.0,70.51,37118.4,0.53,100.4,-22.4,224.45,-6.78,41.93
Capital Markets,9,Angel One,https://www.screener.in/company/ANGELONE/consolidated/,3221.0,24.83,29142.71,1.45,174.52,-48.66,1056.01,-22.2,25.8
Capital Markets,10,Nuvama Wealth,https://www.screener.in/company/NUVAMA/consolidated/,7368.25,26.9,26519.44,1.95,255.27,41.24,1119.81,20.56,20.41
Capital Markets,11,Aditya AMC,https://www.screener.in/company/ABSLAMC/consolidated/,777.0,24.18,22419.86,1.74,228.08,9.45,428.84,17.31,35.5
Consumable Fuels,2,Coal India,https://www.screener.in/company/COALINDIA/consolidated/,398.85,6.96,245769.3,6.39,9592.53,12.45,37824.54,-1.02,48.04
Consumable Fuels,3,Sandur Manganese,https://www.screener.in/company/SANDUMA/consolidated/,464.25,15.98,7521.67,0.22,156.5,-4.52,1321.27,139.46,21.77
Consumable Fuels,4,Anmol India,https://www.screener.in/company/ANMOL/,17.8,14.48,101.3,0.0,1.6,-59.08,314.23,-22.0,9.83
Consumable Fuels,5,Reetech Intl,https://www.screener.in/company/543617/consolidated/,32.5,,13.74,0.0,-5.05,-631.58,6.11,-69.28,-27.33
Consumable Fuels,6,Foundry Fuel,https://www.screener.in/company/513579/,6.61,,5.3,0.0,-0.12,-9.09,0.0,,
Engineering Services,2,Dredging Corpn.,https://www.screener.in/company/DREDGECORP/,790.9,,2212.14,0.0,21.4,192.65,462.41,66.4,-0.32
Engineering Services,3,Knowledge Marine,https://www.screener.in/company/KMEW/consolidated/,1571.0,34.15,1696.82,0.0,10.51,49.93,47.48,15.66,24.69
Healthcare Equipment & Supplies,2,Poly Medicure,https://www.screener.in/company/POLYMED/consolidated/,2228.7,66.72,22589.53,0.13,91.83,34.33,440.83,16.6,20.24
Healthcare Equipment & Supplies,3,Laxmi Dental,https://www.screener.in/company/LAXMIDENTL/consolidated/,392.65,80.28,2158.08,0.0,4.27,-50.86,60.67,10.21,18.72
Healthcare Equipment & Supplies,4,Tarsons Products,https://www.screener.in/company/TARSONS/consolidated/,374.5,66.91,1992.6,0.54,10.2,-1.16,112.69,6.59,6.93
Healthcare Equipment & Supplies,5,Vasa Denticity,https://www.screener.in/company/DENTALKART/,622.55,60.56,1034.78,0.0,4.32,-31.97,72.8,27.67,23.17
Healthcare Equipment & Supplies,6,Prevest Denpro,https://www.screener.in/company/543363/,496.0,32.71,595.34,0.21,5.25,12.66,18.54,14.16,24.99
Healthcare Equipment & Supplies,7,OSEL Devices,https://www.screener.in/company/OSELDEVICE/,288.25,23.2,464.93,0.0,12.04,55.76,99.12,21.55,31.13
Healthcare Equipment & Supplies,8,Aprameya Enginee,https://www.screener.in/company/APRAMEYA/,174.55,20.6,332.35,0.0,17.84,,126.43,,31.12
Healthcare Equipment & Supplies,9,Nureca,https://www.screener.in/company/NURECA/consolidated/,287.0,,287.0,0.0,2.47,159.52,31.74,87.04,-0.9
Healthcare Equipment & Supplies,10,Vaidya Sane,https://www.screener.in/company/MADHAVBAUG/consolidated/,154.45,20.28,162.38,0.0,3.38,421.25,48.05,-0.37,18.45
Healthcare Equipment & Supplies,11,QMS Medical,https://www.screener.in/company/QMSMEDI/consolidated/,88.5,13.07,157.97,0.56,3.6,116.88,44.58,38.06,17.35
Media,2,D B Corp,https://www.screener.in/company/DBCORP/consolidated/,266.35,12.8,4749.61,4.88,52.33,-57.29,547.66,-11.26,21.01
Media,3,Jagran Prakashan,https://www.screener.in/company/JAGRAN/consolidated/,73.09,16.96,1593.0,8.21,-51.46,-362.46,481.0,-5.62,6.87
Media,4,Signpost India,https://www.screener.in/company/SIGNPOST/,190.15,30.08,1016.33,0.25,0.92,-94.85,110.84,7.16,15.21
Media,5,R K Swamy,https://www.screener.in/company/RKSWAMY/consolidated/,196.2,53.09,990.62,1.03,12.33,-52.9,83.51,-29.4,9.88
Media,6,Vertoz,https://www.screener.in/company/VERTOZ/consolidated/,10.4,34.54,886.39,0.0,6.01,28.14,65.18,42.75,15.52
Media,7,Bright Outdoor,https://www.screener.in/company/543831/,580.0,44.23,843.83,0.09,9.93,-16.13,69.53,6.25,15.71
Media,8,Sandesh,https://www.screener.in/company/SANDESH/,1144.0,10.7,824.13,0.44,9.78,-86.4,75.36,-11.9,7.57
Media,9,Hindustan Media,https://www.screener.in/company/HMVL/,90.0,8.63,663.64,0.0,45.17,327.34,201.25,7.02,5.52
Media,10,OnMobile Global,https://www.screener.in/company/ONMOBILE/consolidated/,54.25,,576.16,0.0,-7.93,-1244.07,156.22,27.34,-2.45
Media,11,H T Media,https://www.screener.in/company/HTMEDIA/consolidated/,20.85,181.29,486.46,0.0,51.36,49.06,513.57,10.59,3.1
Transport Infrastructure,2,Adani Ports,https://www.screener.in/company/ADANIPORTS/consolidated/,1471.3,29.54,317941.28,0.48,3023.1,29.88,8488.44,23.08,13.8
Transport Infrastructure,3,GMR Airports,https://www.screener.in/company/GMRAIRPORT/consolidated/,86.3,,91156.16,0.0,-252.66,-61.54,2863.34,17.02,6.89
Transport Infrastructure,4,JSW Infrast,https://www.screener.in/company/JSWINFRA/consolidated/,303.8,42.53,63798.05,0.18,515.58,54.79,1283.18,17.04,14.51
Transport Infrastructure,5,National High,https://www.screener.in/company/NHIT/consolidated/,133.5,79.56,25856.96,7.58,140.51,162.05,646.98,168.94,3.38
Transport Infrastructure,6,Guj Pipavav Port,https://www.screener.in/company/GPPL/,157.4,19.09,7620.92,4.64,109.04,8.52,251.77,0.2,24.88
Transport Infrastructure,7,IRB InvIT Fund,https://www.screener.in/company/IRBINVIT/consolidated/,60.25,9.83,3497.51,13.28,184.48,0.26,563.19,1.08,9.48
Transport Infrastructure,8,BF Utilities,https://www.screener.in/company/BFUTILITIE/,770.0,181.56,2901.32,0.0,0.07,-99.25,2.37,-0.42,12.8
Transport Infrastructure,9,Dreamfolks Servi,https://www.screener.in/company/DREAMFOLKS/consolidated/,262.95,21.54,1400.67,0.78,14.93,-16.96,314.16,11.75,33.76
Transport Infrastructure,10,Allcargo Termi,https://www.screener.in/company/ATL/consolidated/,29.79,22.48,750.88,0.0,-2.41,-126.0,185.93,2.29,11.83
Transport Infrastructure,11,Starlog Enterp.,https://www.screener.in/company/520155/consolidated/,79.71,,119.3,0.0,-0.04,-160.24,2.84,-14.71,-2.0
